Sn         band Tmax      Mmax   error   ts1            ts2            ts31           ts32           s      error  b      s1     error  s2     error  b1     s3     error  b3     Ttrans    error  Tpt       error     Tend      Mend      error     Ttail     Mtail     error     w0        error     a0        error  max2  error tmax2
sn2007ah     R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2007it     R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2007oc     R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2007q      R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2008aw     R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2008bk     R   nan       nan    nan     54720.59375    54807.6875     54719.65625    54808.71875    nan    nan    nan    nan    nan    nan    nan    nan    1.14   0.08   15.06  nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2008fq     R  54734.13  15.23  0.90     54733.1032258  54789.6435484  54734.8451613  54789.2806452  1.81   0.40   15.36  3.00   0.41   1.14   0.24   15.22  nan    nan    nan    54754.50  40.70  nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2008ij     R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2009ib     R  55061.86  15.51  0.05     55059.482460   55152.168952   55194.726411   55305.166935   0.13   0.01   15.61  0.54   0.07   0.04   0.02   15.55  1.09   0.37   16.91  55083.30  2.24   55180.46  0.39      nan       15.77     0.04      nan       16.94     0.04      4.82      0.24      1.25      0.04   nan   nan    nan
sn2009kr     R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2009ls     R  55169.20  14.32  0.10     55177.1733871  55234.6118952  55197.577621   55236.4989919  1.99   0.19   14.24  nan    nan    1.99   0.19   14.24  nan    nan    nan    nan       nan    nan       nan       55237.96  15.53     0.18      nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2009md     R  55179.00  16.66  0.15     55175.9183468  55249.8618952  55291.1935484  55344.3840726  0.23   0.04   16.65  nan    nan    0.23   0.04   16.65  0.79   0.13   19.43  nan       nan    55278.76  0.10      nan       17.18     0.04      nan       19.32     0.05      3.17      0.12      2.30      0.04   nan   nan    nan
sn2009n      R  54858.50  15.87  0.02     54856.0292339  54927.0423387  54960.1169355  55043.5816532  -0.28  0.01   15.97  nan    nan    -0.28  0.01   15.97  0.95   0.02   17.60  nan       nan    54955.00  0.05      nan       16.02     0.01      nan       17.68     0.01      3.96      0.00      1.77      0.01   nan   nan    nan
sn2010f      R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2011cj     R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2011cl     R  55601.04  17.45  0.10     55597.4423387  55680.446371   55599.2971774  55673.4907258  0.70   0.04   17.42  nan    nan    0.70   0.04   17.42  nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2012a      R  55944.46  13.63  0.03     55941.1108871  56013.96875    56046.6804435  56224.5131048  0.90   0.02   13.51  nan    nan    0.90   0.02   13.51  0.81   0.02   16.55  nan       nan    56037.06  0.14      nan       14.68     0.02      nan       16.53     0.02      3.32      0.00      1.80      0.02   nan   nan    nan
sn2012aw     R  56010.22  13.06  0.04     56014.0635081  56101.4909274  56205.1633065  56290.2278226  0.08   0.01   13.02  nan    nan    0.08   0.01   13.02  0.78   0.03   15.65  nan       nan    56136.60  0.18      nan       13.35     0.02      nan       15.10     0.02      4.50      0.00      2.36      0.02   nan   nan    nan
sn2012ec     R  56158.82  14.58  0.10     56161.390121   56234.6502016  56262.6854839  56353.5443548  0.24   0.06   14.63  nan    nan    0.24   0.06   14.63  0.91   0.29   16.63  nan       nan    56250.44  0.26      nan       15.15     0.07      nan       16.56     0.08      2.64      0.00      1.49      0.07   nan   nan    nan
sn2013cf     R  56393.85  18.59  0.10     56394.1596774  56434.4318548  56393.7564516  56433.6758065  -0.20  0.05   18.65  nan    nan    -0.20  0.05   18.65  nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2013ej     R  56511.60  12.15  0.02     56513.422379   56583.8608871  56606.8346774  56707.6159274  1.47   0.01   12.24  1.81   0.11   1.36   0.03   12.21  1.40   0.01   15.32  56535.07  3.94   56597.10  0.22      nan       13.37     0.03      nan       15.14     0.04      2.62      0.19      1.69      0.03   nan   nan    nan
sn2014cy     R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2015bs     R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2016aqw    R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2016bkv    R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan   
sn2016esw    R  57615.19  17.66  0.10     57619.6749194  57716.0942742  57617.8301613  57722.1204839  0.96   0.03   17.67  nan    nan    0.96   0.03   17.67  nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan
sn2016gfy    R   nan       nan    nan     nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan   nan    nan   

asassn14ha    r 56912.00  14.69  0.01    56909.2862903  57024.172379   57049.5120968  57093.3326613  -0.02  0.01   14.97  nan    nan    -0.02  0.01   14.97  0.48   0.12   18.51  nan       nan    57043.91  0.06      nan       15.39     0.03      nan       18.36     0.09      1.95      0.00      3.14      0.03      nan    nan    nan
asassn14jb    r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
iptf13bjx     r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
ptf09cjq      r 55060.28  18.28  0.10    55063.4149194  55144.4229839  55051.4612903  55142.5459677  1.23   0.07   18.28  nan    nan    1.23   0.07   18.28  nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
ptf10bgl      r      nan    nan   nan    55266.2318548  55297.0645161  55266.9758065  55297.7671371  0.68   0.41   19.52  nan    nan    0.68   0.41   19.52  nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1948b       r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1970g       r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1983k       r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1985g       r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1992ba      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1994n       r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1996an      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1999bg      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1999br      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1999em      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1999gi      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1999gn      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2001x       r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2002hh      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2003b       r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2003gd      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2003hg      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2004dj      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2005au      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2005ay      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2005bp      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2005ci      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2005dp      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2005lw      r 53732.41  17.92  0.02    53733.8241935  53808.4612903  53732.2516129  53807.3725806  1.16   0.02   17.90  1.37   0.07   0.94   0.05   17.87  nan    nan    nan    53761.51  3.22   nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2005z       r 53403.70  17.27  0.01    53412.5810484  53480.7866935  53412.152621   53479.9298387  1.18   0.01   17.27  nan    nan    1.18   0.01   17.27  nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2006be      r 53823.50  15.85  0.01    53820.5181452  53872.4465726  53820.2852823  53870.5836694  0.49   1.73   15.85  nan    nan    0.49   1.73   15.85  nan    nan    nan    nan       nan    53893.96  0.20      nan       16.32     0.03      nan       17.85     0.04      2.53      0.00      1.60      0.03      nan    nan    nan
sn2006ca      r 53877.46  16.27  0.10    53876.4193548  53922.5403226  53876.766129   53924.9677419  0.71   0.17   16.25  nan    nan    0.71   0.17   16.25  0.71   0.17   16.25  nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan 
sn2006ee      r 53978.90  17.61  0.01    53975.4846774  54038.0794355  54076.3758065  54103.1832661  -0.16  0.02   17.65  nan    nan    -0.16  0.02   17.65  0.77   0.27   19.53  nan       nan    54068.99  0.38      nan       17.72     0.04      nan       19.67     0.04      5.47      0.32      2.16      0.04      nan    nan    nan
sn2007aa      r 54188.84  15.37  0.01    54150.4092742  54190.4677419  54236.9042339  54255.4788306  -0.52  0.04   15.59  nan    nan    -0.52  0.04   15.59  1.24   0.19   17.31  nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2007ah      r 54169.00  17.57  0.03    54166.9475806  54178.0010081  54166.65625    54177.4697581  -2.271 0.445  17.588 nan    nan    -2.271 0.445  17.588 nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2007it      r 54356.50  12.97  0.01    54353.9112903  54377.421371   54482.0110887  54646.5816532  1.19   0.03   12.98  2.95   0.35   0.82   0.05   12.89  0.95   0.00   14.94  54360.40  0.53   nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2007oc      r 54408.50  14.40  0.01    54406.5060484  54457.5372984  54405.7903226  54457.4657258  1.42   0.01   14.40  nan    nan    1.42   0.01   14.40  nan    nan    nan    nan       nan    nan       nan       54457.61  15.16     0.01      nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2007q       r nan       nan    nan     54125.1955645  54167.9092742  54125.0957661  54171.202621   0.53   0.08   17.71  nan    nan    0.53   0.08   17.71  nan    nan    nan    nan       nan    54189.41  0.49      nan       18.09     0.08      nan       19.57     0.11      3.60      0.00      1.49      0.08      nan    nan    nan
sn2008aw      r 54540.80  15.80  0.01    54538.628629   54589.6669355  54615.2475806  54654.6024194  1.61   0.01   15.82  3.05   0.32   1.46   0.02   15.73  1.50   0.04   17.99  54547.48  1.03   54600.36  1.94      nan       16.75     0.01      nan       17.79     0.04      2.17      0.76      0.92      0.01      nan    nan    nan
sn2008bk      r 54617.23  12.55  0.10    54577.9334677  54628.2227823  54722.1239919  54773.0393145  -0.26  0.03   12.65  nan    nan    -0.26  0.03   12.65  1.38   0.02   15.19  nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2008fq      r 54733.07  15.47  0.05    54736.653629   54787.1354839  54734.6667339  54792.3602823  1.64   0.02   15.66  3.59   0.10   0.84   0.05   15.49  nan    nan    nan    54752.45  0.43   nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2008ij      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2009ib      r 55054.30  15.80  0.01    55052.076210   55143.228427   55073.052016   55153.716331   0.15   0.01   15.83  nan    nan    0.15   0.01   15.83  nan    nan    nan    nan       nan    55178.81  0.33      nan       15.92     0.02      nan       17.24     0.02      3.91      0.20      1.44      0.02      nan    nan    nan
sn2009kr      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2009ls      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2009md      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2009n       r 54865.31  16.06  0.02    54867.8064516  54933.9395161  54960.9939516  54997.6391129  -0.21  0.04   16.14  nan    nan    -0.21  0.04   16.14  0.72   0.15   17.84  nan       nan    54954.90  0.22      nan       16.34     0.02      nan       17.92     0.02      3.10      0.00      1.76      0.02      nan    nan    nan
sn2010f       r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2011cj      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2011cl      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2012a       r 55939.00  13.87  0.07    55936.8830645  56009.9576613  55963.1633065  56029.9173387  0.57   0.05   13.87  nan    nan    0.57   0.05   13.87  nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2012aw      r 56010.31  13.16  0.10    56018.1764113  56106.5685484  56209.9002016  56244.2610887  0.07   0.02   13.21  nan    nan    0.07   0.02   13.21  0.80   0.11   15.83  nan       nan    nan       nan       56111.89  13.37     0.04      nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2012ec      r 56154.00  14.76  0.02    56151.8366935  56230.0483871  56274.0171371  56347.9737903  0.23   0.02   14.77  nan    nan    0.23   0.02   14.77  0.48   0.26   16.99  nan       nan    56250.00  0.49      nan       15.02     0.05      nan       16.85     0.06      5.83      0.40      1.94      0.06      nan    nan    nan
sn2013cf      r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2013ej      r 56509.14  12.43  0.10    56518.1038306  56533.96875    56507.6572581  56525.7762097  2.00   0.18   12.40  nan    nan    2.00   0.18   12.40  nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2014cy      r 56900.50  15.77  0.10    56906.5594758  56996.9586694  57024.6875     57053.2177419  0.60   0.01   15.81  nan    nan    0.60   0.01   15.81  nan    nan    nan    nan       nan    nan       nan       57007.63  16.61     0.08      nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2015bs      r 56939.38  17.85  0.02    56939.1915323  56989.0584677  56998.6804435  57014.1592742  0.34   0.03   17.87  nan    nan    0.34   0.03   17.87  nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2016aqw     r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2016bkv     r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2016esw     r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2016gfy     r      nan    nan   nan    nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan

Sn         flag Tmax      Mmax   error  ts1            ts2            ts31           ts32           s      error  b      s1     error  s2     error  b1     s3     error  b3     Ttrans    error  Tpt       error     Tend        Mend      error     Ttail     Mtail     error     w0        error     a0        error     max2  error tmax2
asassn14ha V    56912.00  14.88  0.05   56910.5705645  57032.2943548  57047.5504032  57064.4294355  0.42   0.01   14.96  nan    nan    0.42   0.01   14.96  0.96   0.86   19.11  nan       nan    57040.94  0.14      nan         15.59     0.07      nan       19.16     0.08      2.90      0.07      3.56      0.07      nan    nan    nan
asassn14jb V         nan    nan   nan   nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan         nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
iptf13bjx  V         nan    nan   nan   nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan         nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
ptf09cjq   V         nan    nan   nan   nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan         nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
ptf10bgl   V         nan    nan   nan   nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan         nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1948B    V         nan    nan   nan   nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan         nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1970g    V    40801.99  11.62  0.10   40802.6209677  40839.0927419  40873.3870968  41062.8225806  2.47   0.14   11.62  nan    nan    2.47   0.14   11.62  1.13   0.20   14.90  nan       nan    40863.97  3.82      nan         12.93     0.71      nan       15.08     0.67      5.30      5.02      1.99      0.71      nan    nan    nan
sn1983k    V    45530.93  13.02  0.10   45518.7691532  45565.5715726  45518.9899194  45565.1300403  0.8426 0.4157 12.929 nan    nan    0.8426 0.4157 12.929 nan    nan    nan    nan       nan    nan       nan       nan         nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1985g    V    46163.00  15.03  0.10   46159.9032258  46188.2137097  46159.1895161  46214.1451613  0.99   0.66   15.05  nan    nan    0.99   0.66   15.05  nan    nan    nan    nan       nan    nan       nan       nan         nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1992ba   V    48898.50  15.20  0.02   48896.0554435  48984.5131048  49027.3659274  49085.7479839  0.71   0.01   15.14  nan    nan    0.71   0.01   15.14  0.91   0.04   18.00  nan       nan    49012.75  0.15      nan         15.95     0.03      nan       18.00     0.03      5.94      0.28      1.98      0.03      nan    nan    nan
sn1994n    V    49482.00  18.49  0.02   49478.0201613  49515.0010081  49478.2752016  49517.296371   0.099  0.215  18.489 nan    nan    0.099  0.215  18.489 nan    nan    nan    nan       nan    nan       nan       nan         nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1996an   V         nan    nan   nan   50352.0        50479.1875     50354.5        50478.5625     nan    nan    nan    nan    nan    nan    nan    nan    0.81   0.16   17.33  nan       nan    50342.64  7.56      nan         15.99     0.35      nan       17.31     0.27      4.39      3.23      1.23      0.35      nan    nan    nan
sn1999bg   V    51270.00  15.75  0.01   51267.6612903  51349.5403226  51305.0080645  51349.5403226  0.63   0.03   15.81  0.88   0.05   0.37   0.07   15.77  nan    nan    nan    51303.75  1.01   nan       nan       nan         nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1999br   V    51285.68  17.43  0.10   51289.2741935  51377.983871   51288.266129   51377.7822581  0.14   0.02   17.49  nan    nan    0.14   0.02   17.49  nan    nan    nan    nan       nan    nan       nan       nan         nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn1999em   V    51483.99  13.73  0.01   51488.8104839  51564.9193548  51601.7137097  51684.375      0.40   0.01   13.78  0.86   0.11   0.30   0.02   13.72  1.00   0.03   16.20  51505.50  2.12   51594.06  0.13      nan         14.30     0.01      nan       16.43     0.01      5.52      0.13      2.29      0.01      nan    nan    nan
sn1999gi   V    51529.68  14.58  0.10   51531.3512097  51620.6375     51652.3673387  51697.3794355  0.57   0.03   14.61  0.87   0.19   0.47   0.08   14.57  1.18   0.11   17.30  51558.29  11.65  51641.54  0.31      nan         15.26     0.04      nan       17.30     0.04      4.41      0.30      2.15      0.04      nan    nan    nan
sn1999gn   V         nan    nan   nan   nan            nan            nan            nan            nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan    nan       nan    nan       nan       nan         nan       nan       nan       nan       nan       nan       nan       nan       nan       nan    nan    nan
sn2001x    V    51975.70  15.27  0.01   51974.4479839  52050.7050403  52084.8693548  52110.528629   0.42   0.01   15.26  nan    nan    0.42   0.01   15.26  1.33   0.30   17.44  nan       nan    52075.43  0.19      nan         15.80     0.03      nan       17.41     0.04      3.49      0.00      1.63      0.03      nan    nan    nan
